Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,bookinfo/details,32,0,147000.0,138120.45112468762,8949.549406999722,227512.63816600112,538.0,0.08228974418414393,0.0,152000,171000,184000,185000,207000,227000,228000,228000,228000,228000,228000
POST,bookinfo/ratings,13,0,167000.0,149542.34326684618,15417.674090000219,234830.06827600003,362.0,0.03343020857480847,0.0,167000,194000,200000,229000,232000,235000,235000,235000,235000,235000,235000
POST,bookinfo/reviews,18,0,151000.0,147064.15723027778,22915.032250000877,221404.70578399982,699.2222222222222,0.04628798110358096,0.0,165000,197000,207000,212000,217000,221000,221000,221000,221000,221000,221000
,Aggregated,63,0,152000.0,143032.69410482547,8949.549406999722,234830.06827600003,547.7460317460317,0.16200793386253337,0.0,152000,177000,194000,200000,217000,228000,232000,235000,235000,235000,235000
