timestamp,vCPU,memory
2026-03-25 09:41:00,0.0839903765999748,0.013411458333333333
2026-03-25 09:41:05,0.07660736866659192,7.339322916666667
2026-03-25 09:41:10,0.07660736866659192,7.339322916666667
2026-03-25 09:41:15,0.07660736866659192,7.339322916666667
2026-03-25 09:41:20,0.07660736866659192,7.339322916666667
2026-03-25 09:41:25,0.07660736866659192,7.339322916666667
2026-03-25 09:41:30,0.07660736866659192,7.339322916666667
2026-03-25 09:41:35,0.07314230313341834,4.151692708333333
2026-03-25 09:41:40,0.07314230313341834,4.151692708333333
2026-03-25 09:41:45,0.07314230313341834,4.151692708333333
2026-03-25 09:41:50,0.07314230313341834,4.151692708333333
2026-03-25 09:41:55,0.07314230313341834,4.151692708333333
2026-03-25 09:42:00,0.07314230313341834,4.151692708333333
2026-03-25 09:42:05,0.08810626763335325,7.27109375
2026-03-25 09:42:10,0.08810626763335325,7.27109375
2026-03-25 09:42:15,0.08810626763335325,7.27109375
2026-03-25 09:42:20,0.08810626763335325,7.27109375
2026-03-25 09:42:25,0.08810626763335325,7.27109375
2026-03-25 09:42:30,0.08810626763335325,7.27109375
2026-03-25 09:42:35,0.07796091753323892,0.063671875
2026-03-25 09:42:40,0.07796091753323892,0.063671875
2026-03-25 09:42:45,0.07796091753323892,0.063671875
2026-03-25 09:42:50,0.07796091753323892,0.063671875
2026-03-25 09:42:55,0.07796091753323892,0.063671875
2026-03-25 09:43:00,0.07796091753323892,0.063671875
2026-03-25 09:43:05,0.08471789633332988,0.20481770833333332
2026-03-25 09:43:10,0.08471789633332988,0.20481770833333332
2026-03-25 09:43:15,0.08471789633332988,0.20481770833333332
2026-03-25 09:43:20,0.08471789633332988,0.20481770833333332
2026-03-25 09:43:25,0.08471789633332988,0.20481770833333332
2026-03-25 09:43:30,0.08471789633332988,0.20481770833333332
2026-03-25 09:43:35,0.0786892077333917,2.5453124999999996
2026-03-25 09:43:40,0.0786892077333917,2.5453124999999996
2026-03-25 09:43:45,0.0786892077333917,2.5453124999999996
2026-03-25 09:43:50,0.0786892077333917,2.5453124999999996
2026-03-25 09:43:55,0.0786892077333917,2.5453124999999996
2026-03-25 09:44:00,0.0786892077333917,2.5453124999999996
2026-03-25 09:44:05,0.07124282636664081,2.9872395833333334
2026-03-25 09:44:10,0.07124282636664081,2.9872395833333334
2026-03-25 09:44:15,0.07124282636664081,2.9872395833333334
2026-03-25 09:44:20,0.07124282636664081,2.9872395833333334
2026-03-25 09:44:25,0.07124282636664081,2.9872395833333334
2026-03-25 09:44:30,0.07124282636664081,2.9872395833333334
2026-03-25 09:44:35,0.08290784460011574,6.701692708333333
2026-03-25 09:44:40,0.08290784460011574,6.701692708333333
2026-03-25 09:44:45,0.08290784460011574,6.701692708333333
2026-03-25 09:44:50,0.08290784460011574,6.701692708333333
2026-03-25 09:44:55,0.08290784460011574,6.701692708333333
2026-03-25 09:45:00,0.08290784460011574,6.701692708333333
2026-03-25 09:45:05,0.08505179383323427,4.834765625
2026-03-25 09:45:10,0.08505179383323427,4.834765625
2026-03-25 09:45:15,0.08505179383323427,4.834765625
2026-03-25 09:45:20,0.08505179383323427,4.834765625
2026-03-25 09:45:25,0.08505179383323427,4.834765625
2026-03-25 09:45:30,0.08505179383323427,4.834765625
2026-03-25 09:45:35,0.07438111350007877,7.022135416666666
2026-03-25 09:45:40,0.07438111350007877,7.022135416666666
2026-03-25 09:45:45,0.07438111350007877,7.022135416666666
2026-03-25 09:45:50,0.07438111350007877,7.022135416666666
2026-03-25 09:45:55,0.07438111350007877,7.022135416666666
2026-03-25 09:46:00,0.07438111350007877,7.022135416666666
