,timestamp,frontend_adservice&p50,checkoutservice_cartservice&p50,frontend_cartservice&p50,frontend_checkoutservice&p50,checkoutservice_currencyservice&p50,frontend_currencyservice&p50,checkoutservice_emailservice&p50,unknown_frontend&p50,checkoutservice_paymentservice&p50,checkoutservice_productcatalogservice&p50,frontend_productcatalogservice&p50,recommendationservice_productcatalogservice&p50,frontend_recommendationservice&p50,checkoutservice_shippingservice&p50,frontend_shippingservice&p50,frontend_adservice&p90,checkoutservice_cartservice&p90,frontend_cartservice&p90,frontend_checkoutservice&p90,checkoutservice_currencyservice&p90,frontend_currencyservice&p90,checkoutservice_emailservice&p90,unknown_frontend&p90,checkoutservice_paymentservice&p90,checkoutservice_productcatalogservice&p90,frontend_productcatalogservice&p90,recommendationservice_productcatalogservice&p90,frontend_recommendationservice&p90,checkoutservice_shippingservice&p90,frontend_shippingservice&p90,frontend_adservice&p99,checkoutservice_cartservice&p99,frontend_cartservice&p99,frontend_checkoutservice&p99,checkoutservice_currencyservice&p99,frontend_currencyservice&p99,checkoutservice_emailservice&p99,unknown_frontend&p99,checkoutservice_paymentservice&p99,checkoutservice_productcatalogservice&p99,frontend_productcatalogservice&p99,recommendationservice_productcatalogservice&p99,frontend_recommendationservice&p99,checkoutservice_shippingservice&p99,frontend_shippingservice&p99
0,2022-01-12 12:00:53,2980.392156862745,3000.0,3033.149171270718,130000.0,2692.3076923076924,2611.1111111111113,3000.0,118749.99999999999,3000.0,2538.461538461538,1294.2345924453277,2244.8979591836737,6767.676767676768,1799.9999999999998,2733.3333333333335,4627.450980392156,4600.0,4659.668508287293,226000.0,4538.461538461538,4622.9629629629635,4600.0,381617.6470588235,4600.0,4507.692307692308,4265.20874751491,4481.632653061225,9515.151515151516,4359.999999999999,4546.666666666667,4998.0392156862745,4960.000000000001,7899.999999999958,247600.00000000003,4953.846153846154,53500.00000000068,4959.999999999999,788999.9999999998,4960.0,4950.7692307692305,4933.677932405567,4984.897959183675,77333.33333333308,4936.0,4954.666666666666
1,2022-01-12 12:00:54,2980.392156862745,3000.0,3033.149171270718,130000.0,2692.3076923076924,2611.1111111111113,3000.0,118749.99999999999,3000.0,2000.0,487.3481781376518,2195.876288659794,6767.676767676768,1799.9999999999998,2733.3333333333335,4627.450980392156,4600.0,4659.668508287293,226000.0,4538.461538461538,4622.9629629629635,4600.0,381617.6470588235,4600.0,4400.0,4185.470085470085,4472.164948453609,9515.151515151516,4359.999999999999,4546.666666666667,4998.0392156862745,4960.000000000001,7899.999999999958,247600.00000000003,4953.846153846154,53500.00000000068,4959.999999999999,788999.9999999998,4960.0,4939.999999999999,4926.2393162393155,4984.3298969072175,77333.33333333308,4936.0,4954.666666666666
2,2022-01-12 12:00:55,2980.392156862745,3000.0,3033.149171270718,46875.0,2692.3076923076924,2611.1111111111113,3000.0,118749.99999999999,3000.0,2000.0,487.3481781376518,2195.876288659794,6767.676767676768,1799.9999999999998,2733.3333333333335,4627.450980392156,4600.0,4659.668508287293,215000.00000000003,4538.461538461538,4622.9629629629635,4600.0,381617.6470588235,4600.0,4400.0,4185.470085470085,4472.164948453609,9515.151515151516,4359.999999999999,4546.666666666667,4998.0392156862745,4960.000000000001,7899.999999999958,246500.00000000003,4953.846153846154,53500.00000000068,4959.999999999999,788999.9999999998,4960.0,4939.999999999999,4926.2393162393155,4984.3298969072175,77333.33333333308,4936.0,4954.666666666666
3,2022-01-12 12:00:56,2980.392156862745,3000.0,3033.149171270718,46875.0,2692.3076923076924,2611.1111111111113,3000.0,118749.99999999999,3000.0,2000.0,487.3481781376518,2195.876288659794,5544.871794871795,1799.9999999999998,2733.3333333333335,4627.450980392156,4600.0,4659.668508287293,215000.00000000003,4538.461538461538,4622.9629629629635,4600.0,381617.6470588235,4600.0,4400.0,4185.470085470085,4472.164948453609,9160.25641025641,4359.999999999999,4546.666666666667,4998.0392156862745,4960.000000000001,7899.999999999958,246500.00000000003,4953.846153846154,53500.00000000068,4959.999999999999,788999.9999999998,4960.0,4939.999999999999,4926.2393162393155,4984.3298969072175,9973.71794871795,4936.0,4954.666666666666
4,2022-01-12 12:00:57,2980.392156862745,3000.0,3042.5532216679458,46875.0,2692.3076923076924,2611.1111111111113,3000.0,118749.99999999999,3000.0,2200.0,469.65317919075153,2125.0,5544.871794871795,1799.9999999999998,2733.3333333333335,4627.450980392156,4600.0,4676.595799002302,215000.00000000003,4538.461538461538,4622.9629629629635,4600.0,381617.6470588235,4600.0,4440.0,4158.590308370044,4425.000000000001,9160.25641025641,4359.999999999999,4546.666666666667,4998.0392156862745,4960.0,8466.707406502066,246500.00000000003,4953.846153846154,53500.00000000068,4959.999999999999,788999.9999999998,4960.0,4943.999999999999,4931.718061674009,4942.5,9973.71794871795,4936.0,4954.666666666666
5,2022-01-12 12:00:58,2980.392156862745,3000.0,3042.5532216679458,46875.0,2692.3076923076924,2611.1111111111113,3000.0,118749.99999999999,3000.0,2200.0,469.65317919075153,2125.0,5544.871794871795,1799.9999999999998,2733.3333333333335,4627.450980392156,4600.0,4676.595799002302,215000.00000000003,4538.461538461538,4622.9629629629635,4600.0,381617.6470588235,4600.0,4440.0,4158.590308370044,4425.000000000001,9160.25641025641,4359.999999999999,4546.666666666667,4998.0392156862745,4960.0,8466.707406502066,246500.00000000003,4953.846153846154,53500.00000000068,4960.000000000001,788999.9999999998,4960.0,4943.999999999999,4931.718061674009,4942.5,9973.71794871795,4936.0,4954.666666666666
6,2022-01-12 12:00:59,3036.6972477064223,3000.0,3042.5532216679458,46875.0,2692.3076923076924,2611.1111111111113,3000.0,118749.99999999999,3000.0,2200.0,469.65317919075153,2125.0,5544.871794871795,1799.9999999999998,2733.3333333333335,4666.05504587156,4600.0,4676.595799002302,215000.00000000003,4538.461538461538,4622.9629629629635,4600.0,381617.6470588235,4600.0,4440.0,4158.590308370044,4425.000000000001,9160.25641025641,4359.999999999999,4546.666666666667,7225.000000000014,4960.0,8466.707406502066,246500.00000000003,4953.846153846154,53500.00000000068,4960.000000000001,788999.9999999998,4960.0,4943.999999999999,4931.718061674009,4942.5,9973.71794871795,4936.0,4954.666666666666
7,2022-01-12 12:01:00,3036.6972477064223,3000.0,3042.5532216679458,46875.0,2692.3076923076924,2611.1111111111113,3000.0,118749.99999999999,3000.0,2200.0,469.65317919075153,2125.0,5544.871794871795,1799.9999999999998,2733.3333333333335,4666.05504587156,4600.0,4676.595799002302,215000.00000000003,4538.461538461538,4622.9629629629635,4600.0,381617.6470588235,4600.0,4440.0,4158.590308370044,4425.000000000001,9160.25641025641,4359.999999999999,4546.666666666667,7225.000000000014,4960.0,8466.707406502066,246500.00000000003,4953.846153846154,53500.00000000068,4960.000000000001,788999.9999999998,4960.0,4943.999999999999,4931.718061674009,4942.5,9973.71794871795,4936.0,4954.666666666666
8,2022-01-12 12:01:01,3036.6972477064223,3000.0,3076.0881537110413,46875.0,2692.3076923076924,2611.1111111111113,3000.0,118749.99999999999,3000.0,2200.0,469.65317919075153,2125.0,5544.871794871795,1799.9999999999998,2733.3333333333335,4666.05504587156,4600.0,4736.958676679875,215000.00000000003,4538.461538461538,4622.9629629629635,4600.0,381617.6470588235,4600.0,4440.0,4158.590308370044,4425.000000000001,9160.25641025641,4359.999999999999,4546.666666666667,7225.000000000014,4959.999999999999,8635.734965001675,246500.00000000003,4953.846153846154,53500.00000000068,4960.000000000001,788999.9999999998,4960.0,4943.999999999999,4931.718061674009,4942.5,9973.71794871795,4936.0,4954.666666666666
9,2022-01-12 12:01:02,3036.6972477064223,3000.0,3076.0881537110413,41666.66666666667,2692.3076923076924,2611.1111111111113,3000.0,118749.99999999999,3000.0,2200.0,469.65317919075153,2125.0,5544.871794871795,1799.9999999999998,2733.3333333333335,4666.05504587156,4600.0,4736.958676679875,190000.00000000003,4538.461538461538,4622.9629629629635,4600.0,381617.6470588235,4600.0,4440.0,4158.590308370044,4425.000000000001,9160.25641025641,4359.999999999999,4546.666666666667,7225.000000000014,4959.999999999999,8635.734965001675,244000.00000000006,4953.846153846154,53500.00000000068,4960.000000000001,788999.9999999998,4960.0,4943.999999999999,4931.718061674009,4942.5,9973.71794871795,4936.0,4954.666666666666
