timestamp,frontend_adservice&p50,checkoutservice_cartservice&p50,frontend_cartservice&p50,frontend_checkoutservice&p50,checkoutservice_currencyservice&p50,frontend_currencyservice&p50,checkoutservice_emailservice&p50,istio-ingressgateway_frontend&p50,unknown_frontend&p50,checkoutservice_paymentservice&p50,checkoutservice_productcatalogservice&p50,frontend_productcatalogservice&p50,recommendationservice_productcatalogservice&p50,frontend_recommendationservice&p50,checkoutservice_shippingservice&p50,frontend_shippingservice&p50,frontend_adservice&p90,checkoutservice_cartservice&p90,frontend_cartservice&p90,frontend_checkoutservice&p90,checkoutservice_currencyservice&p90,frontend_currencyservice&p90,checkoutservice_emailservice&p90,istio-ingressgateway_frontend&p90,unknown_frontend&p90,checkoutservice_paymentservice&p90,checkoutservice_productcatalogservice&p90,frontend_productcatalogservice&p90,recommendationservice_productcatalogservice&p90,frontend_recommendationservice&p90,checkoutservice_shippingservice&p90,frontend_shippingservice&p90,frontend_adservice&p99,checkoutservice_cartservice&p99,frontend_cartservice&p99,frontend_checkoutservice&p99,checkoutservice_currencyservice&p99,frontend_currencyservice&p99,checkoutservice_emailservice&p99,istio-ingressgateway_frontend&p99,unknown_frontend&p99,checkoutservice_paymentservice&p99,checkoutservice_productcatalogservice&p99,frontend_productcatalogservice&p99,recommendationservice_productcatalogservice&p99,frontend_recommendationservice&p99,checkoutservice_shippingservice&p99,frontend_shippingservice&p99
2023-09-25 02:09:59,1.774193548387097,3.7500000000000004,13.833333333333332,6250.0,2.5,0.38922155688622756,2.666666666666667,153.80434782608694,,2.7142857142857144,0.5,0.45574162679425834,0.48437500000000006,9.642857142857142,2.3846153846153846,1.6666666666666665,4.561290322580645,20.125,24.1,20000.0,4.5,3.8817204301075274,4.533333333333333,1150.000000000004,,4.542857142857143,4.199999999999999,4.113953488372093,4.173333333333334,49.25,4.476923076923077,4.333333333333334,43.24999999999999,24.512499999999996,46.15000000000002,28999.999999999993,4.949999999999999,4.888172043010753,4.953333333333333,14199.999999999818,,4.954285714285715,4.92,4.911395348837209,4.917333333333334,18799.999999999993,4.947692307692307,4.933333333333334
2023-09-25 02:10:04,1.774193548387097,10.833333333333334,13.1875,3125.0,2.6363636363636367,0.40030674846625763,2.666666666666667,153.80434782608694,,3.0,0.5,0.4540094339622641,0.4696969696969697,9.772727272727273,2.3846153846153846,1.6666666666666665,4.561290322580645,23.5,23.8375,16000.000000000007,4.527272727272727,3.93469387755102,4.533333333333333,1150.000000000004,,4.6000000000000005,4.199999999999999,4.109826589595375,4.1448275862068975,375.00000000000165,4.476923076923077,4.333333333333334,43.24999999999999,45.25000000000003,45.562499999999986,28600.000000000004,4.952727272727273,4.893469387755102,4.953333333333333,14199.999999999818,,4.96,4.92,4.910982658959537,4.914482758620689,19000.000000000047,4.947692307692307,4.933333333333334
2023-09-25 02:10:09,2.066666666666667,12.5,14.02439024390244,3125.0,2.6363636363636367,0.40030674846625763,2.666666666666667,153.80434782608694,,3.0,2.333333333333333,0.4447513812154696,1.3571428571428577,9.772727272727273,2.454545454545454,2.8,4.626666666666667,23.833333333333336,23.390243902439025,16000.000000000007,4.527272727272727,3.93469387755102,4.533333333333333,1150.000000000004,,4.6000000000000005,4.466666666666667,4.086524822695036,4.271428571428572,375.00000000000165,4.490909090909091,4.5600000000000005,43.99999999999999,45.74999999999997,42.00000000000007,28600.000000000004,4.952727272727273,4.893469387755102,4.953333333333333,14199.999999999818,,4.96,4.946666666666667,4.908652482269504,4.927142857142856,19000.000000000047,4.949090909090909,4.956
2023-09-25 02:10:14,2.0,12.5,14.02439024390244,3125.0,2.6363636363636367,0.40030674846625763,2.666666666666667,146.15464488439707,,2.75,2.333333333333333,0.4447513812154696,1.3571428571428577,10.0,2.666666666666667,2.8,4.4,23.833333333333336,23.390243902439025,16000.000000000007,4.527272727272727,3.93469387755102,4.533333333333333,900.1299740052079,,4.550000000000001,4.466666666666667,4.086524822695036,4.271428571428572,400.0000000000007,4.533333333333333,4.5600000000000005,4.9399999999999995,45.74999999999997,42.00000000000007,28600.000000000004,4.952727272727273,4.893469387755102,4.953333333333333,25200.119984002115,,4.955,4.946666666666667,4.908652482269504,4.927142857142856,19200.000000000022,4.953333333333333,4.956
2023-09-25 02:10:19,2.0,5.0,13.846153846153845,5000.0,2.333333333333333,0.42857142857142855,2.666666666666667,146.15464488439707,,2.75,2.333333333333333,0.44662921348314605,1.2857142857142856,25.625000000000004,2.666666666666667,2.8,4.4,22.0,23.384615384615383,23333.333333333332,4.466666666666667,4.04,4.533333333333333,900.1299740052079,,4.550000000000001,4.466666666666667,4.091428571428571,4.257142857142857,6100.000000000006,4.533333333333333,4.5600000000000005,4.9399999999999995,24.700000000000003,42.24999999999999,29333.33333333333,4.946666666666667,4.904,4.953333333333333,25200.119984002115,,4.955,4.946666666666667,4.909142857142857,4.925714285714285,24100.0,4.953333333333333,4.956
2023-09-25 02:10:24,1.7586206896551726,5.0,13.392857142857142,5000.0,2.333333333333333,0.42857142857142855,3.0,146.15464488439707,,2.75,2.0,0.43473451327433627,1.117647058823529,25.625000000000004,3.0,2.5384615384615383,4.3517241379310345,22.0,23.535714285714285,23333.333333333332,4.466666666666667,4.04,4.6,900.1299740052079,,4.550000000000001,4.4,4.0586826347305385,4.223529411764706,6100.000000000006,4.6,4.507692307692308,4.9351724137931035,24.700000000000003,44.08333333333333,29333.33333333333,4.946666666666667,4.904,4.96,25200.119984002115,,4.955,4.9399999999999995,4.905868263473054,4.922352941176472,24100.0,4.960000000000001,4.950769230769231
2023-09-25 02:10:29,1.8823529411764706,5.0,13.392857142857142,5000.0,2.333333333333333,0.42857142857142855,3.0,164.4998499849985,,3.0,2.0,0.43473451327433627,1.117647058823529,17.500000000000036,3.0,2.571428571428571,4.376470588235295,22.0,23.535714285714285,23333.333333333332,4.466666666666667,4.04,4.6,6583.505567037804,,4.6,4.4,4.0586826347305385,4.223529411764706,5500.0000000000055,4.6,4.514285714285714,4.937647058823529,24.700000000000003,44.08333333333333,29333.33333333333,4.946666666666667,4.904,4.96,26360.060804864384,,4.959999999999999,4.9399999999999995,4.905868263473054,4.922352941176472,23500.00000000007,4.96,4.951428571428571
2023-09-25 02:10:34,1.8823529411764706,4.428571428571429,14.23913043478261,7499.999999999999,3.0,0.4754098360655738,3.0,164.4998499849985,,3.0,2.0,0.42291666666666666,1.117647058823529,9.444444444444446,3.0,2.571428571428571,4.376470588235295,21.400000000000002,24.413043478260875,25000.0,4.6,4.156363636363636,4.6,6583.505567037804,,4.6,4.4,4.021686746987951,4.223529411764706,49.54545454545455,4.6,4.514285714285714,4.937647058823529,24.64,46.74999999999997,29499.999999999996,4.959999999999999,4.915636363636363,4.96,26360.060804864384,,4.96,4.9399999999999995,4.902168674698795,4.922352941176472,17200.000000000204,4.96,4.951428571428571
2023-09-25 02:10:39,1.5806451612903227,11.5,14.833333333333332,7499.999999999999,3.0,0.4754098360655738,3.0,164.4998499849985,,3.0,2.0,0.42316513761467894,0.4338235294117647,9.444444444444446,2.7142857142857144,2.5384615384615383,4.316129032258065,22.300000000000004,24.566666666666666,25000.0,4.6,4.156363636363636,4.6,6583.505567037804,,4.6,4.4,4.022516556291391,4.056000000000001,49.54545454545455,4.542857142857143,4.507692307692308,4.9316129032258065,24.73,46.95833333333333,29499.999999999996,4.959999999999999,4.915636363636363,4.959999999999999,26360.060804864384,,4.96,4.9399999999999995,4.90225165562914,4.9056,17200.000000000204,4.954285714285715,4.950769230769231
2023-09-25 02:10:44,0.4791666666666667,11.5,14.833333333333332,7499.999999999999,3.0,0.4754098360655738,3.0,154.0,,3.0,2.0,0.42316513761467894,0.4338235294117647,9.558823529411766,2.7777777777777777,2.571428571428571,4.163636363636364,22.300000000000004,24.566666666666666,25000.0,4.6,4.156363636363636,4.6,250.0,,4.6,4.4,4.022516556291391,4.056000000000001,275.00000000000216,4.555555555555555,4.514285714285714,4.916363636363636,24.73,46.95833333333333,29499.999999999996,4.959999999999999,4.915636363636363,4.959999999999999,24666.666666666635,,4.96,4.9399999999999995,4.90225165562914,4.9056,18200.000000000004,4.955555555555556,4.951428571428571
