timestamp,details-v1&count,productpage-v1&count,ratings-v1&count,reviews-v1&count,reviews-v2&count,reviews-v3&count
2023-09-24 07:31:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:32:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:32:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:32:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:32:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:32:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:32:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:32:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:32:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:32:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:32:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:32:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:32:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:33:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:33:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:33:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:33:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:33:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:33:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:33:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:33:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:33:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:33:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:33:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:33:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:34:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:34:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:34:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:34:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:34:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:34:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:34:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:34:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:34:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:34:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:34:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:34:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:35:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:35:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:35:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:35:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:35:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:35:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:35:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:35:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:35:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:35:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:35:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:35:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:36:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:36:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:36:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:36:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:36:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:36:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:36:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:36:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:36:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:36:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:36:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:36:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:37:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:37:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:37:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:37:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:37:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:37:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:37:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:37:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:37:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:37:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:37:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:37:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:38:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:38:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:38:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:38:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:38:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:38:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:38:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:38:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:38:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:38:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:38:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:38:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:39:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:39:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:39:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:39:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:39:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:39:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:39:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:39:35,2.0,1.0,2.0,2.0,3.0,1.0
timestamp,details-v1&count,productpage-v1&count,ratings-v1&count,reviews-v1&count,reviews-v2&count,reviews-v3&count
2023-09-24 07:39:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:39:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:39:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:39:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:39:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:40:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:40:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:40:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:40:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:40:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:40:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:40:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:40:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:40:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:40:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:40:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:40:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:41:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:41:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:41:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:41:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:41:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:41:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:41:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:41:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:41:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:41:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:41:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:41:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:42:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:42:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:42:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:42:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:42:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:42:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:42:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:42:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:42:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:42:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:42:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:42:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:43:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:43:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:43:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:43:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:43:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:43:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:43:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:43:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:43:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:43:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:43:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:43:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:44:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:44:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:44:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:44:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:44:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:44:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:44:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:44:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:44:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:44:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:44:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:44:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:45:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:45:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:45:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:45:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:45:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:45:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:45:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:45:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:45:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:45:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:45:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:45:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:46:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:46:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:46:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:46:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:46:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:46:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:46:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:46:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:46:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:46:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:46:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:46:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:47:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:47:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:47:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:47:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:47:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:47:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:47:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:47:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:47:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:47:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:47:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:47:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:48:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:48:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:48:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:48:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:48:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:48:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:48:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:48:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:48:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:48:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:48:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:48:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:49:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:49:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:49:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:49:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:49:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:49:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:49:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:49:35,2.0,1.0,2.0,2.0,3.0,1.0
timestamp,details-v1&count,productpage-v1&count,ratings-v1&count,reviews-v1&count,reviews-v2&count,reviews-v3&count
2023-09-24 07:49:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:49:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:49:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:49:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:49:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:50:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:50:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:50:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:50:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:50:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:50:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:50:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:50:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:50:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:50:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:50:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:50:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:51:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:51:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:51:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:51:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:51:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:51:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:51:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:51:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:51:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:51:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:51:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:51:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:52:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:52:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:52:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:52:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:52:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:52:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:52:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:52:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:52:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:52:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:52:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:52:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:53:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:53:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:53:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:53:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:53:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:53:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:53:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:53:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:53:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:53:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:53:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:53:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:54:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:54:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:54:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:54:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:54:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:54:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:54:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:54:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:54:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:54:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:54:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:54:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:55:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:55:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:55:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:55:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:55:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:55:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:55:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:55:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:55:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:55:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:55:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:55:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:56:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:56:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:56:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:56:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:56:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:56:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:56:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:56:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:56:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:56:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:56:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:56:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:57:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:57:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:57:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:57:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:57:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:57:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:57:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:57:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:57:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:57:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:57:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:57:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:58:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:58:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:58:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:58:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:58:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:58:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:58:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:58:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:58:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:58:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:58:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:58:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:59:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:59:05,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:59:10,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:59:15,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:59:20,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:59:25,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:59:30,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:59:35,2.0,1.0,2.0,2.0,3.0,1.0
timestamp,details-v1&count,productpage-v1&count,ratings-v1&count,reviews-v1&count,reviews-v2&count,reviews-v3&count
2023-09-24 07:59:35,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:59:40,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:59:45,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:59:50,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 07:59:55,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 08:00:00,2.0,1.0,2.0,2.0,3.0,1.0
2023-09-24 08:00:05,2.0,1.0,2.0,2.0,3.0,1.0
