(node)izbp193ioajdcnpofhlr1hz_network,(node)izbp193ioajdcnpofhlr1hz_cpu,(node)izbp193ioajdcnpofhlr1hz_memory,(node)izbp1gwb52uyj3g0wn52lez_network,(node)izbp1gwb52uyj3g0wn52lez_cpu,(node)izbp1gwb52uyj3g0wn52lez_memory,(node)izbp1gwb52uyj3g0wn52lfz_network,(node)izbp1gwb52uyj3g0wn52lfz_cpu,(node)izbp1gwb52uyj3g0wn52lfz_memory,(node)dell2018_network,(node)dell2018_cpu,(node)dell2018_memory
0.012488888888888888,0.06826516219992917,0.4134453685881603,0.5020444444444444,0.19505304428085957,0.5337031584609003,0.5261555555555556,0.18275225121195326,0.33130459181547,0.21728888888888886,0.3750651283959916,0.2632032444559154
0.012666666666666666,0.07114646806611635,0.41385194814196763,0.5020444444444444,0.19505304428085957,0.5337031584609003,0.5261555555555556,0.18275225121195326,0.33130459181547,0.21728888888888886,0.3750651283959916,0.2632032444559154
0.012666666666666666,0.07114646806611635,0.41385194814196763,0.4397863166666667,0.1921114090482663,0.5336592468438215,0.5261555555555556,0.18275225121195304,0.33130459181547,0.21506666666666666,0.37574426912769676,0.2624635960079275
0.012666666666666666,0.07114646806611635,0.41385194814196763,0.39624742777777777,0.1921114090482664,0.5336592468438215,0.549688888888889,0.17497544913666263,0.33143657475493843,0.21506666666666666,0.37574426912769676,0.2624635960079275
0.012666666666666666,0.07210155148092823,0.41430922082080446,0.3527085388888889,0.1921114090482665,0.5336592468438215,0.549688888888889,0.17497544913666263,0.33143657475493843,0.21506666666666666,0.37574426912769676,0.2624635960079275
0.012666666666666666,0.07210155148092823,0.41430922082080446,0.39359265,0.21228373702490522,0.5350159173409704,0.5496888888888888,0.17497544913666263,0.33143657475493843,0.21397777777777777,0.37499535022131525,0.2632270003110532
0.012666666666666666,0.07210155148092823,0.41430922082080446,0.3381648722222223,0.21228373702490555,0.5350159173409704,0.46220000000000006,0.17811146404841283,0.3307973754249751,0.21397777777777777,0.37499535022131525,0.2632270003110532
0.011533333333333333,0.07163808664285409,0.4139140213562894,0.28273709444444445,0.21228373702490566,0.5350159173409704,0.46220000000000006,0.17811146404841283,0.3307973754249751,0.21397777777777777,0.37499535022131525,0.2632270003110532
0.011533333333333333,0.07163808664285409,0.4139140213562894,0.4046222222222222,0.21896968998464728,0.535056107634568,0.4622,0.17811146404841294,0.3307973754249751,0.21197777777777776,0.37500000000000255,0.2632406104363926
0.011533333333333333,0.07163808664285409,0.4139140213562894,0.4046222222222222,0.21896968998464728,0.535056107634568,0.5361333333333335,0.1776403260309628,0.32967452808656494,0.21197777777777776,0.37500000000000255,0.2632406104363926
0.011466666666666667,0.06931754089104036,0.41390833131164323,0.4046222222222222,0.21896968998464728,0.535056107634568,0.5361333333333335,0.1776403260309628,0.32967452808656494,0.21197777777777776,0.37500000000000255,0.2632406104363926
0.011466666666666667,0.06931754089104036,0.41390833131164323,0.2826995166666667,0.22614718614939233,0.5354372952031644,0.5361333333333334,0.17764032603096291,0.32967452808656494,0.21333333333333335,0.37674643281808007,0.2642685460847505
0.011466666666666667,0.06931754089104036,0.41390833131164323,0.3404050722222222,0.22614718614939233,0.5354372952031644,0.5207555555555556,0.1867706528017299,0.32964885095454427,0.21333333333333335,0.37674643281808007,0.2642685460847505
0.011333333333333334,0.06897524110334075,0.41358761970431424,0.3981106277777778,0.22614718614939233,0.5354372952031644,0.5207555555555556,0.1867706528017299,0.32964885095454427,0.21333333333333335,0.37674643281808007,0.2642685460847505
0.011333333333333334,0.06897524110334075,0.41358761970431424,0.35889984166666666,0.19979197364992762,0.5350702486637968,0.5207555555555556,0.1867706528017299,0.32964885095454427,0.21324444444444443,0.37732480285673,0.2646644770037136
0.011333333333333334,0.06897524110334075,0.41358761970431424,0.40433595277777773,0.19979197364992773,0.5350702486637968,0.5490000000000002,0.1805940822939851,0.3300152772733317,0.21324444444444443,0.37732480285673,0.2646644770037136
0.01242222222222222,0.0691891282284014,0.4142099036778897,0.44977206388888885,0.19979197364992762,0.5350702486637968,0.5490000000000002,0.1805940822939851,0.3300152772733317,0.21324444444444443,0.37732480285673,0.2646644770037136
0.01242222222222222,0.0691891282284014,0.4142099036778897,0.5207999999999999,0.20152486570806172,0.5352529656467263,0.549,0.180594082293985,0.3300152772733317,0.21462222222222221,0.37679973213289053,0.2650720383934212
0.01242222222222222,0.0691891282284014,0.4142099036778897,0.5207999999999999,0.20152486570806172,0.5352529656467263,0.4650222222222222,0.18029664685177382,0.3302441386674288,0.21462222222222221,0.37679973213289053,0.2650720383934212
0.0116,0.06684341155227824,0.41404075416886293,0.5207999999999999,0.20152486570806172,0.5352529656467263,0.4650222222222222,0.18029664685177382,0.3302441386674288,0.21462222222222221,0.37679973213289053,0.2650720383934212
0.0116,0.06684341155227824,0.41404075416886293,0.4213111111111111,0.18490500664037035,0.5355424846135678,0.46502222222222217,0.18029664685177382,0.3302441386674288,0.21442222222222218,0.37558598109976915,0.26448804028795064
0.0116,0.06684341155227824,0.41404075416886293,0.4213111111111111,0.18490500664037035,0.5355424846135678,0.5382444444444445,0.1781098546044353,0.33006923646380987,0.21442222222222218,0.37558598109976915,0.26448804028795064
0.01191111111111111,0.0706671930516003,0.41402420131171047,0.4213111111111111,0.18490500664037035,0.5355424846135678,0.5382444444444445,0.1781098546044353,0.33006923646380987,0.21442222222222218,0.37558598109976915,0.26448804028795064
0.01191111111111111,0.0706671930516003,0.41402420131171047,0.5068222222222222,0.19418651594657776,0.5357404590227706,0.5382444444444444,0.1781098546044354,0.33006923646380987,0.21506666666666666,0.37488385921880196,0.2645959314633681
0.01191111111111111,0.0706671930516003,0.41402420131171047,0.5068222222222222,0.19418651594657776,0.5357404590227706,0.5192222222222223,0.18244763718181056,0.32991157639232077,0.21506666666666666,0.37488385921880196,0.2645959314633681
0.011066666666666666,0.07032880266209585,0.41367607403472273,0.5068222222222222,0.19418651594657776,0.5357404590227706,0.5192222222222223,0.18244763718181056,0.32991157639232077,0.21506666666666666,0.37488385921880196,0.2645959314633681
0.011066666666666666,0.07032880266209585,0.41367607403472273,0.4781555555555555,0.19973476330513085,0.536243706001552,0.5192222222222221,0.18244763718181056,0.32991157639232077,0.21515555555555554,0.3748605014507723,0.26502700125138917
0.011066666666666666,0.07032880266209585,0.41367607403472273,0.4781555555555555,0.19973476330513085,0.536243706001552,0.5471111111111112,0.18119411594975854,0.33014676403633597,0.21515555555555554,0.3748605014507723,0.26502700125138917
0.012088888888888887,0.07015565080088881,0.414078515374242,0.4781555555555555,0.19973476330513085,0.536243706001552,0.5471111111111112,0.18119411594975854,0.33014676403633597,0.21515555555555554,0.3748605014507723,0.26502700125138917
0.012088888888888887,0.07015565080088881,0.414078515374242,0.5002666666666666,0.22832103321080488,0.534397061246038,0.5471111111111111,0.18119411594975843,0.33014676403633597,0.2125111111111111,0.37400096650682324,0.2649839437639519
0.012088888888888887,0.07015565080088881,0.414078515374242,0.5002666666666666,0.22832103321080488,0.534397061246038,0.45557777777777786,0.18625584213262159,0.33078906446920037,0.2125111111111111,0.37400096650682324,0.2649839437639519
0.011177777777777778,0.06593716509675973,0.4142637004636352,0.5002666666666666,0.22832103321080488,0.534397061246038,0.45557777777777786,0.18625584213262159,0.33078906446920037,0.2125111111111111,0.37400096650682324,0.2649839437639519
