timestamp,details-v1,productpage-v1,ratings-v1,reviews-v1,reviews-v2,reviews-v3
2023-09-24 06:44:01,5.022222222222222,5.0888888888888895,4.066666666666666,1.3555555555555554,2.7333333333333334,1.4
2023-09-24 06:44:06,5.088888888888889,5.088888888888889,4.066666666666666,1.4,2.7111111111111112,1.4
2023-09-24 06:44:11,5.088888888888889,5.111111111111112,4.066666666666666,1.4,2.7111111111111112,1.4
2023-09-24 06:44:16,5.155555555555555,5.111111111111112,4.2,1.4,2.7111111111111112,1.4
2023-09-24 06:44:21,5.222222222222221,5.111111111111111,4.2,1.422222222222222,2.7333333333333334,1.422222222222222
2023-09-24 06:44:26,5.222222222222221,5.222222222222223,4.2,1.422222222222222,2.7333333333333334,1.422222222222222
2023-09-24 06:44:31,5.311111111111111,5.222222222222223,4.222222222222222,1.422222222222222,2.7777777777777777,1.422222222222222
2023-09-24 06:44:36,5.311111111111111,5.222222222222222,4.222222222222222,1.4,2.822222222222222,1.4
2023-09-24 06:44:41,5.311111111111111,5.200000000000001,4.222222222222222,1.4,2.822222222222222,1.4
2023-09-24 06:44:46,5.288888888888889,5.200000000000001,4.044444444444444,1.4,2.8,1.4
2023-09-24 06:44:51,5.199999999999999,5.2,4.044444444444444,1.3555555555555554,2.8,1.3555555555555554
2023-09-24 06:44:56,5.199999999999999,5.133333333333335,4.044444444444444,1.3555555555555554,2.8,1.3555555555555554
2023-09-24 06:45:01,5.044444444444444,5.133333333333335,3.933333333333333,1.3555555555555554,2.7555555555555555,1.3555555555555554
2023-09-24 06:45:06,4.933333333333333,5.133333333333334,3.933333333333333,1.3333333333333333,2.7333333333333334,1.311111111111111
2023-09-24 06:45:11,4.933333333333333,5.000000000000001,3.933333333333333,1.3333333333333333,2.7333333333333334,1.311111111111111
2023-09-24 06:45:16,4.977777777777778,5.000000000000001,3.822222222222222,1.3333333333333333,2.6888888888888887,1.311111111111111
2023-09-24 06:45:21,5.044444444444444,5.0,3.822222222222222,1.3777777777777775,2.6666666666666665,1.3333333333333333
2023-09-24 06:45:26,5.044444444444444,5.133333333333335,3.822222222222222,1.3777777777777775,2.6666666666666665,1.3333333333333333
2023-09-24 06:45:31,5.022222222222222,5.133333333333335,3.9777777777777774,1.3777777777777775,2.688888888888889,1.3333333333333333
2023-09-24 06:45:36,5.044444444444444,5.133333333333334,3.9777777777777774,1.4,2.6444444444444444,1.3555555555555554
2023-09-24 06:45:41,5.044444444444444,5.133333333333335,3.9777777777777774,1.4,2.6444444444444444,1.3555555555555554
2023-09-24 06:45:46,5.133333333333333,5.133333333333335,4.199999999999999,1.4,2.6888888888888887,1.3555555555555554
2023-09-24 06:45:51,5.288888888888889,5.133333333333334,4.199999999999999,1.3777777777777775,2.7555555555555555,1.3777777777777775
2023-09-24 06:45:56,5.288888888888889,5.177777777777778,4.199999999999999,1.3777777777777775,2.7555555555555555,1.3777777777777775
2023-09-24 06:46:01,5.266666666666666,5.177777777777778,4.266666666666667,1.3777777777777775,2.8,1.3777777777777775
2023-09-24 06:46:06,5.133333333333333,5.177777777777777,4.266666666666667,1.311111111111111,2.7555555555555555,1.3555555555555554
2023-09-24 06:46:11,5.133333333333333,4.977777777777778,4.266666666666667,1.311111111111111,2.7555555555555555,1.3555555555555554
2023-09-24 06:46:16,5.088888888888889,4.977777777777778,4.066666666666666,1.311111111111111,2.7111111111111112,1.3555555555555554
2023-09-24 06:46:21,5.044444444444444,4.977777777777777,4.066666666666666,1.3333333333333333,2.7777777777777777,1.3333333333333333
2023-09-24 06:46:26,5.044444444444444,4.9333333333333345,4.066666666666666,1.3333333333333333,2.7777777777777777,1.3333333333333333
2023-09-24 06:46:31,4.977777777777778,4.9333333333333345,3.9333333333333327,1.3333333333333333,2.7555555555555555,1.3333333333333333
2023-09-24 06:46:36,4.866666666666667,4.933333333333334,3.9333333333333327,1.3777777777777775,2.7111111111111112,1.3777777777777775
2023-09-24 06:46:41,4.866666666666667,4.977777777777778,3.9333333333333327,1.3777777777777775,2.7111111111111112,1.3777777777777775
2023-09-24 06:46:46,4.955555555555556,4.977777777777778,4.088888888888889,1.3777777777777775,2.7111111111111112,1.3777777777777775
2023-09-24 06:46:51,5.088888888888889,4.977777777777777,4.088888888888889,1.422222222222222,2.8,1.4
