timestamp,details-v1-748db46fff-ns657_cpu,details-v1-748db46fff-ns657_memory,details-v1-748db46fff-ns657_network,details-v1-748db46fff-rhq6n_cpu,details-v1-748db46fff-rhq6n_memory,details-v1-748db46fff-rhq6n_network,productpage-v1-68bc78ddff-qrn85_cpu,productpage-v1-68bc78ddff-qrn85_memory,productpage-v1-68bc78ddff-qrn85_network,ratings-v1-bb6554c6c-8vqrc_cpu,ratings-v1-bb6554c6c-8vqrc_memory,ratings-v1-bb6554c6c-8vqrc_network,ratings-v1-bb6554c6c-h5fj6_cpu,ratings-v1-bb6554c6c-h5fj6_memory,ratings-v1-bb6554c6c-h5fj6_network,reviews-v1-6b67998796-knlvb_cpu,reviews-v1-6b67998796-knlvb_memory,reviews-v1-6b67998796-knlvb_network,reviews-v2-7b54f65748-l5kk8_cpu,reviews-v2-7b54f65748-l5kk8_memory,reviews-v2-7b54f65748-l5kk8_network,reviews-v2-7b54f65748-678mv_cpu,reviews-v2-7b54f65748-678mv_memory,reviews-v2-7b54f65748-678mv_network,reviews-v3-5fdbd4557-257lq_cpu,reviews-v3-5fdbd4557-257lq_memory,reviews-v3-5fdbd4557-257lq_network,reviews-v1-6b67998796-thwll_cpu,reviews-v1-6b67998796-thwll_memory,reviews-v1-6b67998796-thwll_network,reviews-v2-7b54f65748-pm8pj_cpu,reviews-v2-7b54f65748-pm8pj_memory,reviews-v2-7b54f65748-pm8pj_network
2023-09-24 06:44:01,1.6149963271583676,157.933568,37.84078799277875,2.2243706621732664,149.11488,35.770701220210164,36.873219284535125,247.803904,5234.614577827995,0.45998395473890524,153.227264,82.8301957206492,0.45648390246170717,134.69696,60.296770216012085,0.5158001658332515,494.968832,51.501132740136704,1.9838080533597888,445.128704,339.42860805844344,2.8756310086953856,369.999872,61.8724622129677,2.8501735864097237,364.163072,67.99255907577636,0.43904389882521405,272.416768,79.10350499728112,0.4509276994581088,325.312512,55.26381551970153
2023-09-24 06:44:06,1.6149963271583676,157.933568,91.02801457316808,2.2243706621732664,149.11488,33.325713760327524,36.873219284535125,246.43584,5234.614577827995,0.5088079580299247,153.62048,82.8301957206492,0.45648390246170717,134.69696,40.04761913888741,0.5873010413420958,494.968832,51.501132740136704,2.014976872575445,444.264448,319.07583660788157,2.8292778906119485,369.999872,61.8724622129677,2.1889333143626675,364.163072,67.99255907577636,0.43904389882521405,272.416768,82.90519119587397,0.4467261729844553,325.312512,79.02128195809917
2023-09-24 06:44:11,1.6149963271583674,157.073408,91.02801457316808,2.2436815386971967,149.311488,34.67645203920444,37.800590806441555,246.493184,5210.048001553665,0.48980565594906,153.62048,60.98884835861309,0.45648390246170717,134.69696,57.4506065154773,0.6588019168509401,494.968832,49.88188757790992,2.014976872575445,444.264448,235.0731694954413,2.8292778906119485,369.999872,58.283654148332076,1.951418848828524,364.163072,67.99255907577636,0.44222794733662885,272.416768,84.90740559204436,0.3835665375606697,325.607424,79.02128195809917
2023-09-24 06:44:16,1.074566899999985,157.073408,91.02801457316808,2.2436815386971967,149.311488,34.501023632030495,37.800590806441555,246.493184,5210.048001553665,0.4409816526580405,153.624576,110.19008986379617,0.3740212613347168,133.9392,57.4506065154773,0.8454997038233419,494.83776,46.10445723251968,2.014976872575445,444.264448,305.8514430767995,2.886814884531679,370.036736,58.283654148332076,2.9871354410994573,364.220416,63.49603210309145,0.4439675973020664,273.7152,88.49765102221517,0.4524613404874928,325.804032,77.02732957625777
2023-09-24 06:44:21,1.6941220940791861,156.295168,64.98936925576501,2.2436815386971967,149.311488,34.501023632030495,39.05088652769197,246.493184,5163.538180245974,0.5949076768058322,153.280512,110.19008986379617,0.3364587432490192,133.9392,56.33860129924347,0.8454997038233419,494.964736,46.10445723251968,2.1460019835647643,443.195392,305.8514430767995,2.9183379117597883,370.192384,59.285214865333536,2.9871354410994573,364.220416,63.49603210309145,0.4439675973020664,273.7152,88.49765102221512,0.4524613404874928,325.804032,76.17924198683221
2023-09-24 06:44:26,1.6941220940791861,156.291072,52.70504875144647,1.6753262728436344,149.311488,34.918446564830965,38.535409944582334,246.468608,5820.879411453968,0.5949076768058322,152.809472,89.69731775770781,0.5034784229592152,133.337088,54.720730060369306,0.8477774635401656,494.968832,45.647858684353736,1.695395217065753,443.195392,305.8514430767994,2.9183379117597883,370.413568,59.285214865333536,2.9414040402130404,364.310528,63.49603210309145,0.4475471621658503,273.7152,49.21354951779439,0.47420012967731623,324.993024,76.17924198683221
2023-09-24 06:44:31,1.670249758604019,156.291072,41.70641178552459,1.8776485873368525,149.311488,34.918446564830965,38.535409944582334,242.95424,5820.879411453966,0.5949076768058322,152.809472,89.69731775770781,0.5301590909090697,133.533696,54.720730060369306,0.8477774635401656,494.972928,43.967534522771224,1.532707866587196,443.195392,234.02199342622913,2.889902560977876,370.44224,59.285214865333536,3.0670215842362265,364.310528,62.51088433073135,0.4475471621658503,274.587648,58.495048677792674,0.4816809520863182,324.03456,53.14447741146335
2023-09-24 06:44:36,1.694963763880752,156.291072,139.797837748591,2.344594025873012,149.311488,36.65372847439528,38.535409944582334,242.95424,5531.931229792385,0.6092313402146675,153.202688,112.54647031210756,0.5301590909090697,133.533696,54.720730060369306,0.7023049766530017,494.972928,43.967534522771224,2.121778334531188,443.232256,311.37401005964034,2.908789461983055,370.44224,59.4352242395469,3.051080019999972,364.343296,55.22646795567191,0.4532811236826808,274.587648,90.82679551576094,0.4816809520863182,324.03456,78.7039142716969
2023-09-24 06:44:41,1.694963763880752,156.721152,139.797837748591,2.344594025873012,149.311488,38.69335802163776,37.66979230318526,239.333376,5665.431909670385,0.6092313402146674,153.202688,116.06454465433752,0.5208561067543184,133.697536,51.22751332148034,0.8158966142150543,494.964736,48.89996174613329,2.121778334531188,443.232256,311.37401005964034,2.9087894619830554,370.479104,59.4352242395469,3.051080019999972,364.965888,55.22646795567191,0.4532811236826808,274.587648,90.82679551576094,0.5021936364878039,324.03456,78.7039142716969
2023-09-24 06:44:46,1.694963763880752,157.155328,139.797837748591,2.3158011957592066,149.311488,38.69335802163776,37.66979230318526,237.318144,5665.431909670385,0.5881205149130149,152.346624,115.3613801723746,0.5385477111938248,133.697536,51.22751332148034,0.8158966142150543,494.964736,48.89996174613329,2.11131420911508,443.346944,294.0537365985981,2.4121136613494483,370.479104,59.4352242395469,1.9474327893651509,364.965888,56.74757379055576,0.45514242809900285,274.485248,87.85689550784194,0.48017493907922437,324.706304,54.55060784015461
