timestamp,(node)izbp193ioajdcnpofhlr1hz_network,(node)izbp193ioajdcnpofhlr1hz_cpu,(node)izbp193ioajdcnpofhlr1hz_memory,(node)izbp1gwb52uyj3g0wn52lez_network,(node)izbp1gwb52uyj3g0wn52lez_cpu,(node)izbp1gwb52uyj3g0wn52lez_memory,(node)izbp1gwb52uyj3g0wn52lfz_network,(node)izbp1gwb52uyj3g0wn52lfz_cpu,(node)izbp1gwb52uyj3g0wn52lfz_memory,(node)dell2018_network,(node)dell2018_cpu,(node)dell2018_memory
2023-09-24 07:29:35,0.012866666666666667,0.06735868216191054,0.4159919222057096,0.49019999999999997,0.19089964199224785,0.5365833387912744,0.4660000000000001,0.17486717486652814,0.3315279952684612,0.21215555555555554,0.3746747937263083,0.26381124587334814
2023-09-24 07:29:40,0.012866666666666667,0.06735868216191054,0.4159919222057096,0.40755555555555556,0.1816607998148927,0.5366531756286059,0.466,0.17486717486652814,0.3315279952684612,0.21711111111111112,0.3750511399560943,0.2639530386337018
2023-09-24 07:29:45,0.012866666666666667,0.06735868216191054,0.4159919222057096,0.40755555555555556,0.1816607998148927,0.5366531756286059,0.5407555555555555,0.17160515219741113,0.3318807767344841,0.21711111111111112,0.3750511399560943,0.2639530386337018
2023-09-24 07:29:50,0.012177777777777777,0.06812926512883544,0.4155030956429259,0.40755555555555556,0.1816607998148927,0.5366531756286059,0.5407555555555555,0.17160515219741113,0.3318807767344841,0.21711111111111112,0.3750511399560943,0.2639530386337018
2023-09-24 07:29:55,0.012177777777777777,0.06812926512883544,0.4155030956429259,0.4975333333333334,0.19217696871892964,0.5363096974712863,0.5407555555555555,0.17160515219741113,0.3318807767344841,0.21568888888888887,0.38852745455224924,0.26457390780600076
2023-09-24 07:30:00,0.012177777777777777,0.06812926512883544,0.4155030956429259,0.4975333333333334,0.19217696871892964,0.5363096974712863,0.519688888888889,0.17551963048470587,0.3319492490865391,0.21568888888888887,0.38852745455224924,0.26457390780600076
2023-09-24 07:30:05,0.011222222222222222,0.07221438645990075,0.415758113098431,0.4975333333333334,0.19217696871892964,0.5363096974712863,0.519688888888889,0.17551963048470587,0.3319492490865391,0.21568888888888887,0.38852745455224924,0.26457390780600076
2023-09-24 07:30:10,0.011222222222222222,0.07221438645990075,0.415758113098431,0.4753111111111111,0.18507411038577737,0.5361607204879201,0.5196888888888889,0.17551963048470587,0.3319492490865391,0.2180222222222222,0.3900688116049693,0.2643118510290121
2023-09-24 07:30:15,0.011222222222222222,0.07221438645990075,0.415758113098431,0.4753111111111111,0.18507411038577737,0.5361607204879201,0.5493333333333335,0.17635513479205644,0.3316821821047012,0.2180222222222222,0.3900688116049693,0.2643118510290121
2023-09-24 07:30:20,0.012222222222222221,0.07138423339534528,0.4146516580531461,0.4753111111111111,0.18507411038577737,0.5361607204879201,0.5493333333333335,0.17635513479205644,0.3316821821047012,0.2180222222222222,0.3900688116049693,0.2643118510290121
2023-09-24 07:30:25,0.012222222222222221,0.07138423339534528,0.4146516580531461,0.4985333333333334,0.2316827117083684,0.5368336598174468,0.5493333333333333,0.17635513479205678,0.3316821821047012,0.21395555555555554,0.3890748177896709,0.26384663219923044
2023-09-24 07:30:30,0.012222222222222221,0.07138423339534528,0.4146516580531461,0.4985333333333334,0.2316827117083684,0.5368336598174468,0.4656444444444445,0.18413156376206274,0.3319750502626758,0.21395555555555554,0.3890748177896709,0.26384663219923044
2023-09-24 07:30:35,0.012266666666666667,0.07230751862723661,0.4158207035895388,0.4985333333333334,0.2316827117083684,0.5368336598174468,0.4656444444444445,0.18413156376206274,0.3319750502626758,0.21395555555555554,0.3890748177896709,0.26384663219923044
2023-09-24 07:30:40,0.012266666666666667,0.07230751862723661,0.4158207035895388,0.41986666666666667,0.24759927329308018,0.5366416395258141,0.4656444444444444,0.18413156376206286,0.3319750502626758,0.21224444444444443,0.37637485136739735,0.2637817985112503
2023-09-24 07:30:45,0.012266666666666667,0.07230751862723661,0.4158207035895388,0.32543165555555553,0.24759927329308007,0.5366416395258141,0.5494222222222223,0.18135133575723505,0.33203533570307214,0.21224444444444443,0.37637485136739735,0.2637817985112503
2023-09-24 07:30:50,0.011955555555555554,0.06893439386238776,0.4157322492591303,0.29044276666666674,0.2475992732930803,0.5366416395258141,0.5494222222222223,0.18135133575723505,0.33203533570307214,0.21224444444444443,0.37637485136739735,0.2637817985112503
2023-09-24 07:30:55,0.011955555555555554,0.06893439386238776,0.4157322492591303,0.2742336722222223,0.32113891285719043,0.537081003784834,0.5494222222222221,0.18135133575723505,0.33203533570307214,0.2126222222222222,0.374772364068806,0.26327104762578785
2023-09-24 07:31:00,0.011955555555555554,0.06893439386238776,0.4157322492591303,0.23667256111111112,0.3211389128571902,0.537081003784834,0.5328222222222223,0.18170795080538682,0.33188424996973326,0.2126222222222222,0.374772364068806,0.26327104762578785
2023-09-24 07:31:05,0.01131111111111111,0.06863297992319695,0.4169028466258811,0.19911145,0.32113891285719043,0.537081003784834,0.5328222222222223,0.18170795080538682,0.33188424996973326,0.2126222222222222,0.374772364068806,0.26327104762578785
2023-09-24 07:31:10,0.01131111111111111,0.06863297992319695,0.4169028466258811,0.25617381666666666,0.2073804573801986,0.5371199536372712,0.5328222222222222,0.1817079508053867,0.33188424996973326,0.212,0.3753530548536099,0.2635227112161538
2023-09-24 07:31:15,0.01131111111111111,0.06863297992319695,0.4169028466258811,0.3106904833333334,0.2073804573801986,0.5371199536372712,0.5539333333333335,0.16985383326632775,0.3320128837180686,0.212,0.3753530548536099,0.2635227112161538
2023-09-24 07:31:20,0.011888888888888888,0.0682715074980681,0.41578035600022967,0.36520715,0.20738045738019883,0.5371199536372712,0.5539333333333335,0.16985383326632775,0.3320128837180686,0.212,0.3753530548536099,0.2635227112161538
