timestamp,adservice&p50,cartservice&p50,checkoutservice&p50,currencyservice&p50,emailservice&p50,frontend&p50,paymentservice&p50,productcatalogservice&p50,recommendationservice&p50,shippingservice&p50,adservice&p90,cartservice&p90,checkoutservice&p90,currencyservice&p90,emailservice&p90,frontend&p90,paymentservice&p90,productcatalogservice&p90,recommendationservice&p90,shippingservice&p90,adservice&p99,cartservice&p99,checkoutservice&p99,currencyservice&p99,emailservice&p99,frontend&p99,paymentservice&p99,productcatalogservice&p99,recommendationservice&p99,shippingservice&p99
2023-09-24 13:40:36,,,100.0,,0.28125,,3.0,,10.394736842105262,0.27499999999999997,,,22000.0,,1.4000000000000026,,4.6,,2749.99999999999,0.495,,,29200.000000000004,,4.64,,4.960000000000001,,20199.999999999978,9.450000000000003
2023-09-24 13:40:41,,,100.0,,0.28125,,3.0,,10.394736842105262,0.2647058823529412,,,22000.0,,1.4000000000000026,,4.6000000000000005,,2749.99999999999,0.47647058823529415,,,29200.000000000004,,4.64,,4.96,,20199.999999999978,9.1
2023-09-24 13:40:46,,,100.0,,0.28125,,3.0,,10.394736842105262,0.2592606306559829,,,22000.0,,1.4000000000000026,,4.6000000000000005,,2749.99999999999,0.4666691351807692,,,29200.000000000004,,4.64,,4.96,,20199.999999999978,8.60019992003198
2023-09-24 13:40:51,,,7500.0,,0.25,,3.0,,10.000000000000005,0.25,,,25333.333333333336,,0.45,,4.6,,3500.00000000001,0.45,,,29533.333333333336,,0.495,,4.96,,23800.000000000036,0.49499999999999994
2023-09-24 13:40:56,,,7500.0,,0.25,,3.0,,10.000000000000005,0.25,,,25333.333333333336,,0.45,,4.6,,3500.00000000001,0.45,,,29533.333333333336,,0.495,,4.96,,23800.000000000036,0.49499999999999994
2023-09-24 13:41:01,,,7500.0,,0.25,,3.0,,10.000000000000005,0.25,,,25333.333333333336,,0.45,,4.6,,3500.00000000001,0.45000000000000007,,,29533.333333333336,,0.495,,4.96,,23800.000000000036,0.49499999999999994
2023-09-24 13:41:06,,,91.66666666666666,,0.25,,3.0,,7.500000000000017,0.25,,,20000.0,,0.45,,4.6,,42.500000000000014,0.45,,,28999.999999999993,,0.49499999999999994,,4.960000000000001,,17400.00000000001,0.495
2023-09-24 13:41:11,,,91.66666666666666,,0.25,,3.0,,7.500000000000017,0.2604156246874062,,,20000.0,,0.45,,4.6,,42.500000000000014,0.4687481244373311,,,28999.999999999993,,0.49499999999999994,,4.96,,17400.00000000001,3.999903961584633
2023-09-24 13:41:16,,,91.66666666666666,,0.25,,3.0,,7.500000000000017,0.2583333333333333,,,20000.0,,0.45,,4.6,,42.500000000000014,0.46499999999999997,,,28999.999999999993,,0.49499999999999994,,4.96,,17400.00000000001,3.759999999999999
2023-09-24 13:41:21,,,6250.0,,0.25,,3.0,,4.724137931034482,0.2580645161290323,,,23000.000000000007,,0.45,,4.6,,24.700000000000003,0.4645161290322581,,,29300.0,,0.495,,4.96,,19200.000000000022,3.7200000000000117
2023-09-24 13:41:26,,,6250.0,,0.25,,3.0,,4.724137931034482,0.25,,,23000.000000000007,,0.45,,4.6,,24.700000000000003,0.45,,,29300.0,,0.495,,4.96,,19200.000000000022,0.49500000000000005
2023-09-24 13:41:31,,,6250.0,,0.25,,3.0,,4.724137931034482,0.25,,,23000.000000000007,,0.45,,4.6,,24.700000000000003,0.45,,,29300.0,,0.495,,4.96,,19200.000000000022,0.495
2023-09-24 13:41:36,,,7500.0,,0.25,,3.0,,11.630434782608695,0.25,,,24000.000000000004,,0.45,,4.6,,3062.4999999999964,0.44999999999999996,,,29400.0,,0.49499999999999994,,4.96,,17799.999999999967,0.495
2023-09-24 13:41:41,,,7500.0,,0.25,,3.0,,11.630434782608695,0.25,,,24000.000000000004,,0.45,,4.6,,3062.4999999999964,0.45,,,29400.0,,0.49499999999999994,,4.960000000000001,,17799.999999999967,0.495
2023-09-24 13:41:46,,,7500.0,,0.25,,3.0,,11.630434782608695,0.2619062360101727,,,24000.000000000004,,0.45,,4.6,,3062.4999999999964,0.47143122481831085,,,29400.0,,0.49499999999999994,,4.960000000000001,,17799.999999999967,4.120104000000003
2023-09-24 13:41:51,,,250.0,,0.25,,2.0,,5.0,0.26000136018498515,,,22000.0,,0.45000000000000007,,4.4,,44.99999999999987,0.46800244833297333,,,29200.000000000004,,0.495,,4.9399999999999995,,17599.99999999999,3.960135999999994
2023-09-24 13:41:56,,,250.0,,0.25,,2.142857142857143,,5.0,0.2661298128109333,,,22000.0,,0.45000000000000007,,4.428571428571429,,44.99999999999987,0.47903366305967987,,,29200.000000000004,,0.495,,4.942857142857143,,17599.99999999999,4.3400300030003
2023-09-24 13:42:01,,,250.0,,0.25,,2.142857142857143,,5.0,0.2573529411764706,,,22000.0,,0.45000000000000007,,4.428571428571429,,44.99999999999987,0.4632352941176471,,,29200.000000000004,,0.495,,4.942857142857143,,17599.99999999999,3.5999999999999988
2023-09-24 13:42:06,,,4375.0,,0.2857142857142857,,2.0,,10.9375,0.2642857142857143,,,21000.000000000007,,1.7999999999999987,,4.4,,4916.666666666664,0.4757142857142857,,,29100.0,,4.6800000000000015,,4.9399999999999995,,22900.000000000007,8.149999999999997
2023-09-24 13:42:11,,17.5,4375.0,,0.2857142857142857,,1.4,,10.9375,0.2569444444444445,,23.5,21000.000000000007,,1.7999999999999987,,4.280000000000001,,4916.666666666664,0.4625000000000001,,24.85,29100.0,,4.6800000000000015,,4.928,,22900.000000000007,8.15000000000001
2023-09-24 13:42:16,,17.5,4375.0,0.3571428571428571,0.2857142857142857,,1.4,,10.9375,0.2565789473684211,,23.5,21000.000000000007,3.6666666666666665,1.7999999999999987,,4.280000000000001,,4916.666666666664,0.461842105263158,,24.85,29100.0,4.866666666666665,4.6800000000000015,,4.928,,22900.000000000007,8.049999999999988
2023-09-24 13:42:21,7.5,17.5,10000.0,0.3571428571428571,0.25,,0.44999999999999996,0.25,10.394736842105262,0.25,9.5,23.5,26000.0,3.6666666666666665,0.45,,4.1000000000000005,0.45,1149.999999999994,0.45,9.95,24.85,29600.000000000004,4.866666666666665,0.49500000000000005,,4.91,0.49500000000000005,20199.999999999978,0.495
