Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.90%,99.99%,100%
POST,bookinfo/details,37,0,166000,201114.42862551357,9841.790497000147,449022.5071,539.3243243243244,0.072935186864896,0,166000,264000,317000,351000,414000,438000,449000,449000,449000,449000,449000
POST,bookinfo/ratings,14,0,158000,209298.87191278566,19934.190431999923,476903.59840699966,362.42857142857144,0.027597097732663355,0,172000,331000,343000,383000,457000,477000,477000,477000,477000,477000,477000
POST,bookinfo/reviews,20,0,219000,227968.14485730007,11628.590868000174,466371.5477550004,670.2,0.03942442533237622,0,236000,283000,326000,375000,432000,466000,466000,466000,466000,466000,466000
,Aggregated,71,0,190000,210292.68962069025,9841.790497000147,476903.59840699966,541.3098591549295,0.13995670992993559,0,190000,275000,331000,351000,414000,449000,466000,477000,477000,477000,477000
