timestamp,details-v1&p50,ratings-v1&p50,reviews-v1&p50,reviews-v2&p50,reviews-v3&p50,details-v1&p90,ratings-v1&p90,reviews-v1&p90,reviews-v2&p90,reviews-v3&p90,details-v1&p99,ratings-v1&p99,reviews-v1&p99,reviews-v2&p99,reviews-v3&p99
2026-03-25 09:42:35,7.5,,,,,9.5,,,,,9.950000000000001,,,,
2026-03-25 09:42:40,7.5,,,,,9.5,,,,,9.950000000000001,,,,
2026-03-25 09:42:45,7.5,,,,,9.5,,,,,9.950000000000001,,,,
2026-03-25 09:42:50,7.5,7.5,,,,9.5,9.5,,,,9.950000000000001,9.950000000000001,,,
2026-03-25 09:42:55,7.5,7.5,,,,9.5,9.5,,,,9.950000000000001,9.950000000000001,,,
2026-03-25 09:43:00,7.5,7.5,,,,9.5,9.5,,,,9.950000000000001,9.950000000000001,,,
2026-03-25 09:43:05,7.5,3.0,7.5,,,9.5,4.6,9.5,,,9.950000000000001,4.960000000000001,9.950000000000001,,
2026-03-25 09:43:10,7.5,3.0,7.5,,,9.5,4.6,9.5,,,9.950000000000001,4.960000000000001,9.950000000000001,,
2026-03-25 09:43:15,7.5,3.0,7.5,,,9.5,4.6,9.5,,,9.950000000000001,4.960000000000001,9.950000000000001,,
2026-03-25 09:43:20,7.5,3.0,,,,9.5,4.6,,,,9.950000000000001,4.960000000000001,,,
2026-03-25 09:43:25,7.5,3.0,,75.0,,9.5,4.6,,95.0,,9.950000000000001,4.960000000000001,,99.5,
2026-03-25 09:43:30,7.5,3.0,,75.0,,9.5,4.6,,95.0,,9.950000000000001,4.960000000000001,,99.5,
2026-03-25 09:43:35,7.5,7.5,,75.0,75.0,9.5,9.5,,95.0,95.0,9.950000000000001,9.950000000000001,,99.5,99.5
2026-03-25 09:43:40,7.5,7.5,,,75.0,9.5,9.5,,,95.0,9.950000000000001,9.950000000000001,,,99.5
2026-03-25 09:43:45,7.5,7.5,,,75.0,9.5,9.5,,,95.0,9.950000000000001,9.950000000000001,,,99.5
2026-03-25 09:43:50,7.5,3.0,,,,9.5,4.6,,,,9.950000000000001,4.960000000000001,,,
2026-03-25 09:43:55,7.5,3.0,,75.0,,9.5,4.6,,95.0,,9.950000000000001,4.960000000000001,,99.5,
2026-03-25 09:44:00,3.0,3.0,,75.0,,4.6,4.6,,95.0,,4.960000000000001,4.960000000000001,,99.5,
2026-03-25 09:44:05,3.0,3.0,,75.0,75.0,4.6,4.6,,95.0,95.0,4.960000000000001,4.960000000000001,,99.5,99.5
2026-03-25 09:44:10,3.0,3.0,,,75.0,4.6,4.6,,,95.0,4.960000000000001,4.960000000000001,,,99.5
2026-03-25 09:44:15,7.5,3.0,,,75.0,9.5,4.6,,,95.0,9.950000000000001,4.960000000000001,,,99.5
2026-03-25 09:44:20,7.5,3.0,,,,9.5,4.6,,,,9.950000000000001,4.960000000000001,,,
2026-03-25 09:44:25,7.5,3.0,,,,9.5,4.6,,,,9.950000000000001,4.960000000000001,,,
2026-03-25 09:44:30,5.0,3.0,,,,9.0,4.6,,,,9.9,4.960000000000001,,,
2026-03-25 09:44:35,5.0,,,,,9.0,,,,,9.9,,,,
2026-03-25 09:44:40,5.0,,,,,9.0,,,,,9.9,,,,
2026-03-25 09:44:45,17.5,,,,,23.5,,,,,24.85,,,,
2026-03-25 09:44:50,17.5,3.0,,,,23.5,4.6,,,,24.85,4.960000000000001,,,
2026-03-25 09:44:55,17.5,3.0,,,,23.5,4.6,,,,24.85,4.960000000000001,,,
2026-03-25 09:45:00,17.5,3.0,,,,23.5,4.6,,,,24.85,4.960000000000001,,,
2026-03-25 09:45:05,17.5,3.0,,,75.0,23.5,4.6,,,95.0,24.85,4.960000000000001,,,99.5
2026-03-25 09:45:10,17.5,3.0,,,75.0,23.5,4.6,,,95.0,24.85,4.960000000000001,,,99.5
2026-03-25 09:45:15,,3.0,,,75.0,,4.6,,,95.0,,4.960000000000001,,,99.5
2026-03-25 09:45:20,,7.5,,,,,9.5,,,,,9.950000000000001,,,
2026-03-25 09:45:25,,7.5,,,,,9.5,,,,,9.950000000000001,,,
2026-03-25 09:45:30,17.5,7.5,,,,23.5,9.5,,,,24.85,9.950000000000001,,,
2026-03-25 09:45:35,17.5,6.25,,,,23.5,9.25,,,,24.85,9.925,,,
2026-03-25 09:45:40,17.5,6.25,,25.0,,23.5,9.25,,90.0,,24.85,9.925,,99.0,
2026-03-25 09:45:45,3.0,6.25,,25.0,,4.6,9.25,,90.0,,4.960000000000001,9.925,,99.0,
2026-03-25 09:45:50,3.0,3.0,,25.0,,4.6,4.6,,90.0,,4.960000000000001,4.960000000000001,,99.0,
2026-03-25 09:45:55,3.0,3.0,,17.5,,4.6,4.6,,23.5,,4.960000000000001,4.960000000000001,,24.85,
2026-03-25 09:46:00,7.5,3.0,,17.5,,9.5,4.6,,23.5,,9.950000000000001,4.960000000000001,,24.85,
